[0.33333334, 0.28030303, 0.31868133, 0.34166667, 0.2647059, 0.13421053]
[0.33333334, 0.67424244, 0.31868133, 0.34583333, 0.26797387, 0.40789473]
[0.34444445, 0.6818182, 0.32967034, 0.15416667, 0.27124184, 0.13947369]
[0.34444445, 0.28030303, 0.2747253, 0.44166666, 0.28431374, 0.14473684]
[0.34444445, 0.6818182, 0.32417583, 0.35, 0.26797387, 0.41315788]
[0.34444445, 0.28030303, 0.2857143, 0.3625, 0.28431374, 0.14210527]
[0.3888889, 0.46969697, 0.32417583, 0.35, 0.2124183, 0.13421053]
[0.34444445, 0.28787878, 0.32967034, 0.32916668, 0.2647059, 0.14473684]
[0.34444445, 0.6818182, 0.32967034, 0.5, 0.25490198, 0.14210527]
